timestamp,presion,delta_presion,intervalo_ms,bomba,estadoProceso,tiempoEncendido,etiqueta,lectura_valida
2026-05-17T16:15:25.847Z,2.9604,-0.0172,2960,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:28.813Z,2.9302,-0.0302,2966,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:31.889Z,2.9302,0.0000,3076,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:34.850Z,2.9475,0.0172,2961,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:37.809Z,2.9690,0.0215,2959,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:40.872Z,2.9819,0.0129,3063,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:43.825Z,3.0250,0.0431,2953,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:46.891Z,3.0078,-0.0172,3066,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:49.841Z,2.9733,-0.0345,2950,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:52.815Z,2.9475,-0.0259,2974,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:55.864Z,2.9345,-0.0129,3049,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:15:58.864Z,2.9604,0.0259,3000,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:01.824Z,2.9819,0.0215,2960,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:04.885Z,2.9906,0.0086,3061,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:07.848Z,3.0250,0.0345,2963,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:10.808Z,3.0380,0.0129,2960,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:13.866Z,2.9949,-0.0431,3058,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:16.839Z,2.9776,-0.0172,2973,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:19.862Z,2.9690,-0.0086,3023,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:22.828Z,2.9432,-0.0259,2966,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:25.884Z,2.9690,0.0259,3056,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:28.848Z,2.9949,0.0259,2964,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:31.802Z,3.0164,0.0215,2954,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:34.885Z,3.0638,0.0474,3083,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:37.881Z,3.0121,-0.0517,2996,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:40.842Z,2.9949,-0.0172,2961,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:43.820Z,2.9604,-0.0345,2978,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:46.882Z,2.9604,0.0000,3062,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:49.846Z,2.9949,0.0345,2964,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:52.819Z,3.0250,0.0302,2973,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:55.879Z,3.0380,0.0129,3060,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:16:58.838Z,3.0595,0.0215,2959,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:01.796Z,3.0552,-0.0043,2958,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:04.860Z,3.0380,-0.0172,3064,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:07.825Z,3.0509,0.0129,2965,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:10.878Z,3.0767,0.0259,3053,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:13.844Z,3.0552,-0.0215,2966,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:16.799Z,3.0121,-0.0431,2955,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:19.803Z,3.0035,-0.0086,3004,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:22.857Z,2.9733,-0.0302,3054,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:25.824Z,2.9906,0.0172,2967,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:28.875Z,3.0336,0.0431,3051,true,Monitor: Bomba ON (override),0,recuperacion_consumo_alto,true
2026-05-17T16:17:31.842Z,3.0681,0.0345,2967,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:17:34.795Z,3.0854,0.0172,2953,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:17:37.856Z,3.0854,0.0000,3061,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:17:40.812Z,3.0854,0.0000,2956,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:17:43.880Z,3.0724,-0.0129,3068,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
